delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
1669.0,fedex,clothing,bike,standard,south,stormy,159.8,24.47,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,3,872.41
1670.0,xpressbees,furniture,ev bike,two day,east,hot,240.5,6.11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,1220.83
1671.0,xpressbees,furniture,ev bike,two day,central,foggy,67.8,38.2,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,453.6
1672.0,shadowfax,groceries,ev bike,same day,south,stormy,98.2,16.03,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,639.09
1673.0,ekart,automobile parts,truck,standard,east,cold,283.4,40.18,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1537.54
1674.0,xpressbees,clothing,truck,two day,north,rainy,125.9,36.87,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,740.11
1675.0,xpressbees,automobile parts,ev van,express,north,stormy,23.9,6.21,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,yes,delayed,2,188.13
1676.0,ecom express,fragile items,truck,same day,west,stormy,125.5,16.4,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,3,776.7
1677.0,blue dart,electronics,ev bike,same day,east,hot,136.0,31.62,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,874.86
1678.0,dhl,cosmetics,van,two day,south,hot,233.8,37.37,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,1281.11
1679.0,ecom express,clothing,bike,two day,south,foggy,105.2,21.72,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,591.16
1680.0,fedex,electronics,van,express,east,clear,38.9,28.22,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,4,329.16
1681.0,ecom express,fragile items,ev bike,standard,east,clear,233.7,4.68,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1182.54
1682.0,delhivery,clothing,truck,express,central,clear,113.2,0.67,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,delayed,2,617.14
1683.0,delhivery,documents,ev bike,express,south,foggy,10.3,11.87,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,2,137.11
1684.0,amazon logistics,electronics,ev bike,express,central,foggy,249.9,25.01,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,failed,1,1374.53
1685.0,dhl,clothing,scooter,express,central,rainy,290.0,27.8,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1583.4
1686.0,fedex,electronics,ev bike,same day,east,foggy,288.9,2.89,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,1553.17
1687.0,dhl,fragile items,ev bike,same day,north,hot,186.6,46.31,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1171.93
1688.0,dhl,electronics,scooter,express,east,clear,79.9,6.71,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,1,469.63
1689.0,ecom express,cosmetics,truck,same day,central,rainy,260.3,43.68,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1532.54
1690.0,delhivery,clothing,ev van,two day,east,hot,54.2,47.36,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,413.08
1691.0,xpressbees,automobile parts,scooter,same day,west,rainy,225.0,24.35,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,3,1298.05
1692.0,ecom express,fragile items,scooter,same day,south,stormy,261.8,40.54,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000008,yes,delayed,2,1530.62
1693.0,shadowfax,pharmacy,scooter,express,east,hot,278.3,27.47,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1523.91
1694.0,dhl,fragile items,scooter,express,south,rainy,171.2,4.63,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000005,yes,delayed,2,919.89
1695.0,blue dart,documents,scooter,standard,south,clear,287.2,8.13,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1460.39
1696.0,xpressbees,fragile items,ev bike,same day,north,rainy,11.7,24.81,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,232.93
1697.0,fedex,clothing,ev van,standard,west,stormy,12.4,17.11,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,113.33
1698.0,blue dart,pharmacy,ev van,two day,central,rainy,228.7,36.8,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,1253.9
1699.0,dhl,automobile parts,van,two day,south,cold,297.1,14.86,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1541.08
1700.0,ecom express,cosmetics,ev van,two day,north,clear,45.2,3.88,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,237.64
1701.0,ekart,documents,bike,standard,east,foggy,113.0,39.89,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,684.67
1702.0,blue dart,cosmetics,bike,same day,south,cold,295.8,28.18,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.7205999999999
1703.0,xpressbees,fragile items,scooter,express,west,hot,261.7,28.02,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1442.56
1704.0,blue dart,automobile parts,scooter,standard,north,clear,123.9,18.68,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,675.54
1705.0,ecom express,cosmetics,ev van,same day,west,rainy,267.3,23.67,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000008,yes,delayed,2,1507.51
1706.0,amazon logistics,cosmetics,ev bike,two day,north,clear,135.9,5.77,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,696.81
1707.0,ecom express,fragile items,ev bike,express,south,cold,102.5,35.74,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000004,no,delivered,5,669.72
1708.0,ecom express,cosmetics,ev bike,two day,north,hot,176.7,6.45,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,902.85
1709.0,ekart,clothing,ev bike,standard,central,rainy,84.3,39.72,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,540.66
1710.0,blue dart,fragile items,truck,two day,east,foggy,197.4,22.06,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1053.18
1711.0,dhl,clothing,bike,same day,central,foggy,87.9,2.17,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,546.01
1712.0,fedex,pharmacy,bike,same day,east,hot,152.8,45.64,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1000.92
1713.0,amazon logistics,groceries,ev van,same day,west,clear,232.1,44.46,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,1,1393.88
1714.0,xpressbees,clothing,truck,standard,central,stormy,258.9,4.99,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,4,1309.47
1715.0,shadowfax,documents,ev van,express,central,hot,13.0,2.84,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,3,123.52
1716.0,amazon logistics,electronics,bike,two day,west,cold,218.0,14.35,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1133.05
1717.0,shadowfax,groceries,truck,express,west,foggy,266.7,20.24,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,delayed,3,1444.22
1718.0,dhl,groceries,scooter,standard,central,foggy,221.2,27.72,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1189.16
1719.0,dhl,groceries,van,express,west,stormy,69.9,34.36,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,502.58
1720.0,fedex,electronics,truck,standard,east,stormy,224.3,48.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1267.78
1721.0,delhivery,pharmacy,van,express,east,cold,241.6,28.06,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,no,delivered,5,1342.18
1722.0,xpressbees,clothing,bike,same day,south,rainy,54.7,28.37,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,458.61
1723.0,shadowfax,fragile items,ev van,standard,east,foggy,273.6,47.73,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,1511.19
1724.0,xpressbees,electronics,ev bike,express,central,foggy,82.5,18.7,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,2,518.6
1725.0,fedex,electronics,van,same day,central,stormy,284.0,47.19,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.7205999999999
1726.0,amazon logistics,documents,truck,two day,east,clear,150.4,17.73,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,805.19
1727.0,ecom express,groceries,bike,standard,east,clear,39.7,37.05,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,309.65
1728.0,shadowfax,automobile parts,van,same day,west,foggy,212.5,35.74,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1269.72
1729.0,dhl,furniture,van,same day,central,clear,170.6,42.4,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,1080.2
1730.0,delhivery,groceries,van,standard,north,foggy,229.1,9.18,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1173.04
1731.0,amazon logistics,fragile items,van,standard,west,clear,90.3,25.6,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,528.3
1732.0,ecom express,documents,ev van,same day,east,clear,18.0,0.67,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,190.87
1733.0,xpressbees,automobile parts,bike,two day,south,foggy,52.5,43.12,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,391.86
1734.0,amazon logistics,groceries,truck,two day,south,clear,143.7,12.73,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,756.69
1735.0,amazon logistics,documents,ev van,two day,central,stormy,14.7,43.29,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,3,203.37
1736.0,amazon logistics,documents,ev van,two day,south,stormy,198.1,25.28,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,1066.34
1737.0,fedex,electronics,ev van,same day,east,clear,151.9,33.49,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,959.97
1738.0,delhivery,cosmetics,van,standard,west,hot,63.7,12.14,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,354.92
1739.0,delhivery,pharmacy,truck,same day,south,rainy,239.9,27.26,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,1381.28
1740.0,blue dart,pharmacy,truck,express,central,stormy,196.5,38.22,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000005,yes,delayed,3,1147.16
1741.0,dhl,pharmacy,ev van,express,north,cold,165.2,33.96,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,no,delivered,5,977.88
1742.0,xpressbees,electronics,ev van,standard,central,hot,217.2,33.21,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,1185.63
1743.0,fedex,fragile items,scooter,standard,west,rainy,178.3,32.67,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,989.51
1744.0,delhivery,furniture,bike,two day,central,foggy,3.9,2.15,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,95.6674
1745.0,blue dart,cosmetics,scooter,standard,north,rainy,164.6,1.96,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,828.88
1746.0,ecom express,electronics,scooter,same day,central,foggy,76.2,44.36,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,614.08
1747.0,ecom express,cosmetics,scooter,express,south,cold,230.9,30.31,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,3,1295.43
1748.0,dhl,cosmetics,ev van,express,central,hot,200.1,38.39,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,2,1165.67
1749.0,amazon logistics,groceries,scooter,express,south,stormy,178.5,38.94,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,2,1059.32
1750.0,xpressbees,automobile parts,van,express,west,rainy,160.8,42.86,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,delayed,2,982.58
1751.0,ecom express,pharmacy,van,express,central,stormy,77.9,41.72,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,3,564.66
1752.0,amazon logistics,automobile parts,scooter,two day,west,stormy,196.7,9.86,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1013.08
1753.0,shadowfax,fragile items,scooter,same day,north,hot,238.5,29.08,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1379.74
1754.0,dhl,clothing,ev van,two day,south,clear,118.4,25.02,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,667.06
1755.0,shadowfax,automobile parts,truck,two day,north,cold,105.9,36.4,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,638.7
1756.0,ekart,cosmetics,bike,express,central,stormy,281.5,44.87,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,delayed,3,1592.11
1757.0,dhl,clothing,truck,two day,south,foggy,240.6,44.07,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1335.21
1758.0,shadowfax,fragile items,truck,standard,east,hot,19.9,7.35,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000024,no,delivered,4,121.55
1759.0,shadowfax,groceries,van,same day,east,stormy,83.8,33.87,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,620.61
1760.0,shadowfax,fragile items,ev bike,express,south,rainy,255.8,8.8,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,delayed,3,1355.4
1761.0,dhl,clothing,ev bike,standard,south,cold,226.5,29.74,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,1221.72
1762.0,dhl,documents,ev bike,two day,east,cold,59.0,11.64,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,329.92
1763.0,delhivery,groceries,truck,same day,north,cold,147.3,1.21,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,840.13
1764.0,shadowfax,furniture,van,same day,central,clear,57.0,3.1,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,3,394.3
1765.0,shadowfax,pharmacy,scooter,same day,central,cold,177.4,23.92,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,1058.76
1766.0,ecom express,clothing,bike,two day,west,rainy,27.4,16.21,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,185.63
1767.0,fedex,cosmetics,ev van,two day,east,foggy,79.8,46.41,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,538.23
1768.0,fedex,electronics,ev van,express,north,hot,26.0,11.81,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,2,215.43
1769.0,delhivery,documents,scooter,express,south,foggy,277.4,44.22,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000007,yes,delayed,2,1569.66
1770.0,blue dart,pharmacy,ev bike,express,east,hot,54.8,32.35,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,4,421.05
1771.0,dhl,documents,bike,two day,north,stormy,157.0,23.98,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,856.94
1772.0,dhl,groceries,scooter,standard,west,clear,54.8,11.35,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,308.05
1773.0,dhl,pharmacy,bike,two day,east,clear,39.3,0.92,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,3,199.26
1774.0,dhl,documents,van,express,west,clear,3.6,21.41,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,delivered,5,124.73
1775.0,xpressbees,automobile parts,scooter,two day,east,rainy,25.5,21.53,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,3,192.09
1776.0,blue dart,fragile items,truck,standard,north,foggy,159.3,11.39,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,830.67
1777.0,ekart,automobile parts,van,two day,west,cold,158.3,35.97,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,899.41
1778.0,blue dart,furniture,bike,same day,west,foggy,77.2,32.4,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,583.2
1779.0,ekart,groceries,bike,two day,east,clear,280.0,16.1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1448.3
1780.0,xpressbees,automobile parts,ev bike,express,west,stormy,132.6,47.02,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,failed,1,854.06
1781.0,delhivery,cosmetics,truck,two day,central,foggy,242.3,40.56,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1333.18
1782.0,dhl,fragile items,ev van,two day,south,cold,153.4,27.9,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,850.7
1783.0,delhivery,clothing,bike,standard,central,clear,73.9,40.71,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,491.63
1784.0,ecom express,fragile items,scooter,express,south,rainy,48.6,41.3,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,yes,delayed,2,416.9
1785.0,xpressbees,furniture,bike,express,north,hot,53.4,24.36,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,390.08
1786.0,ekart,cosmetics,ev van,standard,east,clear,202.8,48.19,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,1158.57
1787.0,blue dart,fragile items,bike,two day,central,stormy,224.9,32.83,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000016,no,delivered,3,1222.99
1788.0,delhivery,electronics,ev bike,standard,west,hot,51.0,1.48,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,259.44
1789.0,fedex,electronics,scooter,express,south,clear,296.4,22.87,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1600.61
1790.0,xpressbees,electronics,ev bike,express,central,stormy,274.4,39.27,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,delayed,2,1539.81
1791.0,shadowfax,pharmacy,van,express,central,cold,73.6,22.09,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,3,484.27
1792.0,amazon logistics,automobile parts,ev van,same day,central,stormy,94.9,45.43,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,710.79
1793.0,dhl,electronics,bike,standard,east,rainy,291.5,39.38,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000024,no,delivered,5,1575.64
1794.0,ekart,clothing,scooter,same day,west,hot,297.1,27.22,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1632.7205999999999
1795.0,fedex,furniture,ev bike,express,east,clear,123.9,17.7,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,2,722.6
1796.0,blue dart,groceries,ev van,same day,east,cold,251.5,8.27,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1382.31
1797.0,ecom express,electronics,truck,standard,east,cold,276.3,47.58,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1524.24
1798.0,blue dart,pharmacy,bike,two day,north,clear,264.2,15.46,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,1367.38
1799.0,fedex,automobile parts,truck,same day,north,rainy,201.2,12.86,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,2,1144.58
1800.0,fedex,clothing,van,express,east,hot,126.1,23.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,3,749.8
1801.0,delhivery,electronics,ev bike,two day,east,hot,151.9,24.95,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,834.35
1802.0,fedex,documents,truck,express,east,stormy,214.3,49.52,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,2,1271.14
1803.0,fedex,clothing,ev van,express,central,hot,78.4,5.29,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,1,457.87
1804.0,ekart,furniture,bike,standard,west,cold,213.2,43.74,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1197.22
1805.0,blue dart,electronics,truck,express,north,hot,158.2,7.11,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000005,no,delivered,3,862.33
1806.0,delhivery,groceries,ev bike,standard,central,stormy,174.9,24.24,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,947.22
1807.0,delhivery,clothing,van,same day,central,foggy,250.9,43.3,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1484.4
1808.0,fedex,cosmetics,van,express,north,cold,283.0,40.11,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,failed,1,1585.33
1809.0,delhivery,furniture,ev bike,standard,central,stormy,92.3,49.52,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,610.72
1810.0,ecom express,electronics,van,same day,south,hot,229.0,31.28,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1338.84
1811.0,ekart,electronics,van,two day,south,cold,180.2,37.72,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,1014.16
1812.0,shadowfax,furniture,truck,two day,east,rainy,87.9,47.68,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,582.54
1813.0,xpressbees,pharmacy,ev bike,express,central,hot,194.5,20.68,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,3,1084.54
1814.0,fedex,clothing,bike,express,south,stormy,196.8,20.75,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000005,yes,delayed,3,1096.25
1815.0,amazon logistics,documents,ev van,standard,east,rainy,246.2,31.84,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,3,1326.52
1816.0,delhivery,pharmacy,scooter,express,north,stormy,122.3,41.94,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,failed,1,787.32
1817.0,ekart,furniture,bike,standard,north,cold,243.6,13.62,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1258.86
1818.0,ekart,clothing,scooter,two day,east,stormy,74.1,38.12,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,484.86
1819.0,blue dart,groceries,bike,standard,south,hot,138.9,41.02,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,817.56
1820.0,ekart,clothing,ev van,two day,north,clear,186.1,29.64,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,1019.42
1821.0,ekart,automobile parts,scooter,express,north,foggy,179.9,10.6,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,delayed,3,981.3
1822.0,xpressbees,fragile items,ev bike,same day,south,clear,15.6,39.85,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,297.55
1823.0,ekart,documents,scooter,two day,south,foggy,106.5,46.03,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,670.59
1824.0,amazon logistics,documents,truck,express,central,foggy,96.3,17.28,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,delivered,5,583.34
1825.0,xpressbees,clothing,van,two day,east,rainy,290.5,9.25,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,delivered,5,1480.25
1826.0,ecom express,cosmetics,truck,express,east,foggy,290.6,46.39,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,3,1632.7205999999999
1827.0,delhivery,automobile parts,ev van,express,north,stormy,109.4,1.59,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,failed,1,601.77
1828.0,ecom express,documents,truck,same day,north,stormy,236.1,45.53,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1417.09
1829.0,shadowfax,pharmacy,ev bike,standard,south,foggy,166.1,21.12,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,893.86
1830.0,ecom express,documents,scooter,standard,central,stormy,119.3,33.53,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,697.09
1831.0,dhl,automobile parts,bike,express,west,stormy,234.8,17.72,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,delayed,2,1277.16
1832.0,ecom express,documents,bike,same day,north,clear,285.7,15.73,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1575.69
1833.0,shadowfax,electronics,scooter,express,north,foggy,108.5,5.88,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,610.14
1834.0,delhivery,fragile items,truck,standard,south,hot,51.4,29.95,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,346.85
1835.0,dhl,automobile parts,bike,same day,south,hot,285.1,35.88,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1632.7205999999999
1836.0,blue dart,groceries,scooter,same day,central,hot,212.7,6.6,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1183.3
1837.0,ecom express,automobile parts,truck,express,north,rainy,65.4,39.43,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,495.29
1838.0,ekart,documents,ev van,same day,west,cold,3.6,11.41,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000008,no,delivered,4,151.73
1839.0,ekart,documents,ev van,express,south,foggy,199.3,17.86,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,1100.08
